,label,text,clean_text
12532,Fake,His true name is Barak Hussein Muhammed Obama.,true name barak hussein muhammed obama
12533,Real,There are more Hoosiers going to work than ever before.,hoosiers going work ever
12534,Fake,"Now in half the homes in California, people speak a language other than English in their own homes.",half homes california people speak language english homes
12535,Real,Says he eliminated an EPA rule that treated spilled milk like it was oil.,says eliminated epa rule treated spilled milk like oil
12536,Fake,"Out of 67 counties (in Florida), I won 66, which is unprecedented. Its never happened before.",counties florida  unprecedented never happened
12537,Fake,The health care marketplaces have no privacy protections.,health care marketplaces privacy protections
12538,Fake,"Boyce gave (a lobbyists) wife a sensitive job in the treasurers office, a job Boyce admitted he only made available at their mosque.",boyce gave lobbyists wife sensitive job treasurers office job boyce admitted made available mosque
12539,Real,The reason we have a national debt is not because of defense spending. What is driving our long-term debt are Medicare and Social Security programs.,reason national debt defense spending driving longterm debt medicare social security programs
12540,Real,The accuracy of the Obama tax calculator,accuracy obama tax calculator
12541,Real,On opposition to earmarks,opposition earmarks
12542,Real,I have filed every disclosure that has ever been required.,filed every disclosure ever required
12543,Real,Says she stood up to Gov. Scott Walker on tax cuts for wealthy corporations while her congressional opponent voted with Walker.,says stood gov scott walker tax cuts wealthy corporations congressional opponent voted walker
12544,Fake,"We had people that were getting killed (in Benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.",people getting killed benghazi people willing risk lives go save somebody told stand
12545,Real,"Even after collective bargaining reforms, most Wisconsin public employees are still paying about 12 to 13 percent of their health insurance premiums, while most state residents who work in the private sector pay 20 to 25 percent.",even collective bargaining reforms wisconsin public employees still paying   percent health insurance premiums state residents work private sector pay   percent
12546,Fake,"794 law enforcement officers have fallen in the line of duty since B.H. Obama took office, with no special recognition from the White House.",law enforcement officers fallen line duty since bh obama took office special recognition white house
12547,Fake,Rhode Island is one of the worst states for income equality.,rhode island one worst states income equality
12548,Fake,Floridas proposed Health Care Freedom Act will allow Floridians to opt out of Obamas govt. takeover of healthcare!,floridas proposed health care freedom act allow floridians opt obamas govt takeover healthcare
12549,Real,The authors of a report on CIAs torture techniques never interviewed a single CIA official.,authors report cias torture techniques never interviewed single cia official
12550,Fake,Common Core is education through Washington D.C.,common core education washington dc
12551,Fake,The Senate version of the health care reform bill allows taxpayer money to pay directly for abortion in federal community health centers funded in the bill.,senate version health care reform bill allows taxpayer money pay directly abortion federal community health centers funded bill
12552,Real,"Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.",government spent lent committed  trillion attempt blunt recession
12553,Real,Sixty-four percent of Americans support the Arizona immigration law.,sixtyfour percent americans support arizona immigration law
